problem_id,fen,mate_n,risposta_giusta,timed_pred,timed_correct,untimed_pred,untimed_correct,llm_pred,llm_correct,llm_error
chesscom_528_63,4k3/6pp/8/4b3/1p5P/1B4NK/2P2PP1/4q3 b - - 2 32,5,e1f2,e1f2,True,e1f2,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5305, Req"
chesscom_534_123,Q7/3R4/8/4b3/8/3pkp2/r7/2K5 b - - 0 62,4,a2a8,a2c2,False,a2b2,False,,False,
chesscom_557_66,r6r/pk6/8/4p2q/P1Q5/6P1/4PP1p/R4R1K w - - 0 34,1,a1b1,c4e6,False,c4e6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5643, Req"
chesscom_542_93,8/3b1k2/4p3/3pP1Kp/2pP3P/2b5/8/8 b - - 1 47,9,c3d4,c3d4,True,c3d4,True,f7g7,False,
chesscom_515_180,8/8/8/8/4R3/4K3/6k1/8 w - - 17 91,6,e4g4,e4e8,False,e4e8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5651, Req"
chesscom_568_66,1n2r2k/5Qpp/8/2N5/2pP4/2P2R2/P1q1p1P1/4R1K1 w - - 1 34,1,f7e8,f7e8,True,f7e8,True,f7e8,True,
chesscom_554_66,8/1R6/P3pk2/4b1p1/7p/6P1/5P1P/3R2K1 w - - 0 34,10,a6a7,b7a7,False,b7a7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5506, Req"
chesscom_580_66,8/p4R2/2Q5/kP6/P2P4/1B2P2r/6p1/1RB3K1 w - - 1 34,1,c1d2,c6a6,False,c6a6,False,f7a7,False,
chesscom_584_72,1k1q1Qn1/1p4p1/1p3pNr/1P3P2/4P2p/5BP1/7P/6K1 w - - 0 37,5,f8d8,f8d8,True,f8d8,True,,False,
chesscom_584_78,6Q1/kp4p1/1p3pr1/1P3P2/4P3/5BP1/8/6K1 w - - 0 40,4,f5g6,g8h8,False,g8h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6081, Req"
chesscom_573_126,4kr2/8/4PQ2/1p1P4/1P6/5K2/1B6/8 w - - 10 64,9,f3e4,e6e7,False,e6e7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5189, Req"
chesscom_573_138,8/3PP2k/5B2/1p2K3/1P6/8/8/8 w - - 1 70,3,e7e8q,f6g5,False,f6g5,False,d7d8q,False,
chesscom_589_60,8/1p3k1p/p2B2p1/2p5/2P1Q3/5P1P/PP4PK/5q2 w - - 2 31,2,e4e7,e4e7,True,e4e7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 4900, Req"
chesscom_582_123,6k1/1b6/2q5/2P3p1/3K4/8/8/8 b - - 1 62,8,g5g4,c6c5,False,c6e4,False,,False,
chesscom_590_99,8/6b1/6k1/6p1/6P1/4KP2/1p4P1/1Rr5 b - - 3 50,10,c1b1,c1b1,True,c1b1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5729, Req"
chesscom_590_105,8/6b1/6k1/8/5KP1/8/1p4P1/4r3 b - - 0 53,4,b2b1q,e1e5,False,e1e5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99487,"
chesscom_588_117,8/5k2/8/8/1r3p1p/6n1/5K2/8 b - - 1 59,9,b4b3,f4f3,False,f4f3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99479,"
chesscom_626_102,8/7k/p4P2/1p1p4/3B1R2/1P3PK1/8/8 w - - 0 52,5,f6f7,g3g4,False,f4f5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99472,"
chesscom_644_60,8/2pRR1p1/1p3k2/2B2p1p/8/8/P1P2PPP/7K w - - 0 31,8,c5d4,e7f7,False,e7f7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99465,"
chesscom_644_66,8/2R3R1/1p5k/7p/3B1p2/8/P1P2PPP/7K w - - 0 34,1,c7c6,g7h7,False,g7h7,False,,False,
chesscom_675_117,8/8/Rp3pk1/3p2p1/8/n3q3/6K1/8 b - - 3 59,7,e3e2,a3c2,False,e3e8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99969,"
chesscom_675_129,8/8/1p3pk1/3p2p1/2n5/1K6/3q4/8 b - - 9 65,2,d2b2,d2b2,True,d2b2,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99962,"
chesscom_692_114,1Q6/2Q5/8/8/8/k5K1/5P2/8 w - - 7 58,1,c7a7,b8b4,False,b8b4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99955,"
chesscom_706_51,2R5/2pp1B1k/7p/6q1/2P5/1r6/6PP/K2R4 b - - 0 26,1,g5a5,g5g2,False,g5g2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99947,"
chesscom_697_108,1Q6/8/8/8/6R1/P5P1/k1p3K1/8 w - - 2 55,7,g4c4,g4a4,False,g4a4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99940,"
chesscom_702_78,8/3P1p1p/2kP2p1/8/8/5PP1/7P/1K6 w - - 1 40,9,d7d8q,b1c2,False,h2h3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99933,"
chesscom_708_87,8/1p6/2p5/1p1b4/PP6/2P4K/5kp1/8 b - - 3 44,4,g2g1q,d5g8,False,d5c4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99925,"
chesscom_714_78,8/1R6/8/k7/p1R5/BP3r2/P6P/6K1 w - - 2 40,1,c4a4,c4a4,True,b3a4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99918,"
chesscom_705_108,QQ3b2/8/2P5/5k2/8/8/8/5K2 w - - 0 55,7,b8f8,b8e5,False,b8f8,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_730_84,3R4/1k6/p3Q3/4Pp2/Pp3P2/7P/8/2r4K w - - 1 43,8,h1g2,h1h2,False,d8d1,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_744_72,5rk1/pbp2p1p/6pP/6q1/P7/2Q1R3/1P6/2K5 w - - 2 37,1,c3g7,c3g7,True,c3g7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_722_126,8/5Pk1/4K3/8/8/8/8/8 w - - 1 64,7,e6e7,f7f8q,False,f7f8q,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_763_57,r7/1p4kp/p6r/3p1N2/4p3/2P3Pq/PP3P2/R4RK1 b - - 1 29,8,h3f5,h3f5,True,h3f5,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_745_156,2B5/8/7k/5R2/5KQ1/8/8/8 w - - 5 79,1,f5h5,g4g5,False,g4g5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_772_90,8/6K1/3R4/8/p3pk2/Pp5Q/1P1p4/8 w - - 2 46,6,d6d2,d6d2,True,h3c8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
